age,employment_years,monthly_income,existing_debts,num_previous_loans,num_defaults,on_time_payment_ratio,avg_days_late,credit_utilization_pct,account_balance,credit_history_years,num_open_credit_lines,risk_category
43,4.3,71000.0,19300.0,4,0,0.766,6.0,48.9,6710.0,13.5,8,Medium Risk
62,3.3,30900.0,1400.0,2,0,0.941,6.1,47.9,6910.0,8.7,9,Low Risk
21,3.8,46800.0,2000.0,0,0,0.863,0.9,65.7,7410.0,7.9,1,Medium Risk
22,12.6,51000.0,11400.0,3,0,0.445,6.5,55.4,1800.0,12.7,5,Medium Risk
56,0.0,19500.0,17400.0,0,0,0.774,2.3,29.2,14250.0,4.1,3,Low Risk
36,2.0,22900.0,8500.0,2,0,0.948,4.7,59.2,21320.0,2.9,4,Medium Risk
43,16.9,78700.0,62000.0,2,0,0.646,5.2,33.0,6620.0,11.7,5,Low Risk
39,8.4,42000.0,21200.0,3,1,0.68,5.5,31.6,3740.0,14.7,9,Medium Risk
38,1.6,27200.0,10400.0,0,0,0.637,4.3,11.7,48220.0,4.5,6,Low Risk
62,5.8,34100.0,53400.0,2,0,0.854,4.1,28.6,11910.0,8.4,3,Medium Risk
25,6.3,62500.0,63900.0,0,0,0.775,3.0,11.0,700.0,9.4,4,Medium Risk
54,9.4,57900.0,22300.0,2,0,0.704,4.9,60.0,10820.0,7.8,9,Medium Risk
60,13.4,17400.0,6200.0,4,1,0.681,18.3,52.9,19370.0,8.9,7,High Risk
49,7.6,82200.0,7700.0,2,0,0.868,3.9,64.7,4020.0,6.5,6,Medium Risk
38,3.8,58900.0,3100.0,3,2,0.824,12.8,64.3,1050.0,0.0,9,High Risk
28,9.1,33600.0,12800.0,0,0,0.698,0.4,18.4,21810.0,6.7,8,Low Risk
51,3.2,20000.0,4700.0,1,1,0.936,4.2,28.2,7100.0,10.2,8,High Risk
41,1.9,61500.0,9600.0,3,0,0.821,0.4,44.8,21670.0,9.1,0,Medium Risk
27,0.0,46100.0,17300.0,2,0,0.854,0.6,26.4,6460.0,5.2,8,Low Risk
36,0.0,17500.0,1800.0,3,1,0.903,6.7,30.7,650.0,11.1,4,High Risk
63,2.4,32300.0,3800.0,2,0,0.836,0.2,68.3,11950.0,7.1,0,Medium Risk
32,1.3,173400.0,8000.0,1,0,0.75,7.2,65.8,11320.0,8.6,8,Medium Risk
28,7.3,36600.0,12700.0,2,0,0.89,8.9,30.9,1560.0,4.6,3,Low Risk
51,1.2,25100.0,8200.0,1,0,0.741,1.2,22.8,103090.0,5.4,2,Low Risk
29,0.0,21900.0,10200.0,5,0,0.878,1.4,51.8,1640.0,8.1,7,Medium Risk
61,1.8,88100.0,6600.0,4,0,0.999,2.3,75.9,2070.0,7.2,4,Medium Risk
58,4.1,55500.0,3100.0,2,0,0.81,5.1,47.5,32500.0,5.7,6,Low Risk
64,3.6,73400.0,7800.0,3,0,0.818,18.2,22.5,990.0,5.1,0,Medium Risk
61,12.1,41100.0,10800.0,3,0,0.73,5.6,49.6,4400.0,0.0,1,Medium Risk
31,3.5,68000.0,9800.0,0,0,0.871,1.3,10.6,2170.0,2.1,9,Low Risk
30,9.5,23800.0,14900.0,1,0,0.945,1.7,49.4,4830.0,6.5,0,Medium Risk
36,5.9,39400.0,20300.0,4,1,0.902,5.8,53.4,1490.0,6.5,4,High Risk
41,5.8,41900.0,26400.0,3,1,0.649,6.4,38.3,54730.0,8.5,3,High Risk
59,2.7,72500.0,7100.0,0,0,0.938,4.8,58.8,1680.0,12.1,5,Medium Risk
53,5.8,42600.0,2800.0,3,1,0.849,4.2,79.5,12010.0,5.0,5,High Risk
49,2.9,26600.0,47600.0,1,0,0.615,6.2,23.8,870.0,2.0,9,Medium Risk
59,6.7,37500.0,19600.0,4,1,0.638,4.2,69.2,3990.0,12.9,1,High Risk
49,5.1,15700.0,5100.0,1,0,0.732,1.3,7.6,24420.0,8.8,7,Low Risk
37,2.2,11400.0,17600.0,2,0,0.996,2.3,38.2,5910.0,4.7,6,Low Risk
39,10.0,55000.0,38900.0,5,1,0.876,6.0,28.5,24310.0,0.0,9,Medium Risk
43,7.7,30100.0,75300.0,2,1,0.788,26.8,52.9,3930.0,16.5,4,High Risk
24,4.2,31900.0,17200.0,3,0,0.957,0.4,19.7,10880.0,6.0,0,Low Risk
53,6.6,55000.0,38500.0,3,0,0.855,13.7,12.0,6280.0,8.6,9,Low Risk
49,5.7,73000.0,4000.0,2,0,0.715,9.5,41.9,1550.0,3.2,8,Medium Risk
53,2.5,47400.0,12900.0,5,0,0.809,0.1,15.1,20020.0,2.6,0,Low Risk
44,6.3,95200.0,9600.0,0,0,0.859,2.7,78.8,1850.0,12.0,3,Medium Risk
55,3.5,46700.0,18800.0,4,0,0.916,0.9,34.0,8680.0,5.1,7,Medium Risk
62,2.2,42200.0,66900.0,1,0,0.785,5.3,19.3,4020.0,4.7,4,Low Risk
46,0.0,41000.0,17200.0,1,0,0.743,3.8,27.1,7230.0,7.2,6,Low Risk
40,4.6,19100.0,5200.0,4,1,0.844,7.7,39.5,5180.0,7.1,6,Medium Risk
25,8.3,58600.0,3800.0,3,0,0.943,2.3,72.7,59240.0,11.2,2,Low Risk
55,3.2,10700.0,64200.0,0,0,0.847,0.2,86.3,11690.0,6.5,6,High Risk
60,16.1,27100.0,22300.0,3,0,0.936,5.1,44.5,3190.0,9.4,1,Low Risk
51,9.5,36700.0,20900.0,4,0,0.956,0.9,13.1,3880.0,4.3,2,Low Risk
59,11.2,24500.0,9500.0,3,0,0.515,12.6,15.5,4950.0,3.2,8,Low Risk
58,9.2,29000.0,17500.0,1,0,0.879,2.5,27.4,3030.0,3.3,7,Low Risk
56,13.4,91100.0,5000.0,5,0,0.859,3.6,29.6,1070.0,4.0,3,Medium Risk
43,2.9,63100.0,19700.0,4,0,0.61,4.1,27.4,58690.0,13.6,5,Low Risk
25,0.0,25800.0,4100.0,0,0,0.861,0.8,64.0,15110.0,4.8,0,Medium Risk
21,4.2,28700.0,9300.0,1,1,0.941,8.0,47.6,2240.0,4.8,5,High Risk
29,8.2,19200.0,7000.0,2,0,0.587,2.6,42.6,6370.0,10.0,9,Low Risk
39,6.6,51700.0,500.0,0,0,0.588,0.0,71.6,22480.0,9.8,4,High Risk
53,7.1,32100.0,9400.0,4,0,0.985,8.1,11.3,2920.0,2.6,3,Low Risk
41,11.3,13600.0,5400.0,2,0,0.65,3.7,86.2,570.0,6.1,8,High Risk
22,7.5,38200.0,10800.0,3,0,0.702,0.5,30.5,1820.0,0.0,3,Medium Risk
30,9.2,45200.0,13400.0,3,2,0.746,18.0,34.7,1200.0,9.1,8,High Risk
64,2.2,58800.0,78300.0,1,0,0.751,4.8,80.9,4620.0,9.7,3,High Risk
64,1.6,35000.0,18100.0,0,0,0.835,0.1,29.4,1030.0,9.6,5,Low Risk
37,12.5,30100.0,18700.0,2,0,0.846,22.4,44.3,13660.0,15.0,8,Low Risk
56,6.4,98000.0,21900.0,2,1,0.76,3.3,22.8,6220.0,8.8,0,High Risk
52,3.5,36400.0,31900.0,3,1,0.806,5.7,25.3,11150.0,7.4,5,Low Risk
61,3.5,52000.0,21000.0,8,1,0.738,4.1,39.6,10090.0,7.7,0,High Risk
60,3.4,27700.0,17700.0,3,0,0.972,0.6,50.9,1330.0,4.6,9,Medium Risk
48,3.2,51300.0,27200.0,5,0,0.639,2.4,16.6,340.0,15.3,9,Low Risk
38,0.9,17500.0,1200.0,1,0,0.783,3.2,80.1,13510.0,14.2,9,Medium Risk
48,0.0,28800.0,107900.0,1,0,0.728,5.3,66.7,2100.0,4.8,5,High Risk
35,5.2,19800.0,65500.0,3,0,0.897,2.8,38.3,11360.0,2.4,8,Medium Risk
36,3.6,26800.0,16600.0,3,0,0.575,2.6,49.0,4210.0,7.3,6,Medium Risk
47,10.4,67900.0,3300.0,4,1,0.579,8.7,12.1,6250.0,6.8,3,High Risk
46,7.2,26700.0,44800.0,2,0,0.8,2.1,45.3,15240.0,7.3,5,Low Risk
46,7.1,52000.0,6700.0,1,0,0.247,4.3,68.3,1920.0,7.8,7,Medium Risk
37,3.0,77500.0,22800.0,0,0,0.584,7.9,44.8,2050.0,0.1,0,Medium Risk
39,5.5,35800.0,3700.0,6,2,0.873,7.1,37.7,24710.0,6.1,9,High Risk
21,7.4,59700.0,123800.0,3,1,0.802,8.1,39.1,14980.0,7.6,2,High Risk
47,8.9,47400.0,3200.0,1,0,0.85,2.2,76.1,8090.0,2.9,3,Medium Risk
46,5.6,38500.0,14300.0,4,1,0.535,3.3,42.2,970.0,11.9,1,High Risk
62,10.3,52800.0,1600.0,4,1,0.893,11.5,42.0,3810.0,4.7,1,High Risk
43,6.0,91100.0,12800.0,2,0,0.827,1.1,71.8,1410.0,6.0,1,Medium Risk
41,9.2,26400.0,8700.0,3,0,0.807,0.3,21.3,2300.0,13.9,4,Low Risk
23,4.0,22500.0,41700.0,0,0,0.85,0.2,21.4,1850.0,0.4,1,Low Risk
29,0.0,21800.0,8700.0,4,0,0.889,0.2,38.4,1390.0,6.6,9,Medium Risk
35,7.1,59700.0,41700.0,5,1,0.948,5.9,44.1,4810.0,2.9,5,Medium Risk
37,8.9,63900.0,4800.0,1,0,0.768,2.6,56.8,1690.0,8.5,9,Low Risk
36,8.3,27800.0,10100.0,3,1,0.924,6.6,31.9,2790.0,8.8,3,Medium Risk
38,7.7,12500.0,10300.0,1,0,0.918,2.4,16.6,1780.0,7.2,6,Low Risk
54,4.6,25900.0,21900.0,4,0,0.988,5.8,53.2,23630.0,3.3,5,Medium Risk
26,2.8,47800.0,19300.0,3,0,0.694,9.3,74.8,6510.0,3.3,4,High Risk
35,8.2,35100.0,27500.0,4,0,0.898,2.4,94.7,8970.0,4.7,3,High Risk
28,7.7,39700.0,17400.0,2,0,0.938,1.2,55.8,4180.0,3.0,3,Low Risk
34,3.8,28000.0,25900.0,2,0,0.793,5.3,49.7,4720.0,8.8,6,Medium Risk
51,10.4,60300.0,5400.0,3,2,0.853,6.4,75.9,6510.0,4.7,2,High Risk
23,2.5,43100.0,19700.0,4,0,0.802,7.4,61.1,30290.0,7.6,9,Medium Risk
35,3.7,48700.0,66700.0,1,0,0.413,0.2,79.1,18480.0,4.8,7,Medium Risk
22,12.5,39300.0,2500.0,2,0,0.707,0.4,29.4,5560.0,11.9,0,Medium Risk
63,9.5,47200.0,21800.0,5,2,0.654,9.4,46.3,1590.0,10.9,4,High Risk
52,4.6,45700.0,26300.0,4,0,0.557,1.3,37.9,11090.0,6.7,3,High Risk
31,7.1,22800.0,57600.0,3,0,0.888,3.1,28.0,2780.0,8.9,1,Low Risk
29,6.6,43800.0,27600.0,2,0,0.812,8.9,32.0,2890.0,10.9,1,Medium Risk
25,0.0,53900.0,14800.0,0,0,0.689,0.9,16.3,3930.0,7.0,6,Low Risk
41,2.4,64700.0,20500.0,1,0,0.648,3.1,66.9,5860.0,4.1,6,High Risk
54,5.8,44700.0,6400.0,2,0,0.89,0.1,26.4,15780.0,9.6,9,Low Risk
46,4.6,22400.0,9100.0,3,0,0.92,0.6,43.6,1500.0,6.5,6,Medium Risk
59,7.0,24200.0,3500.0,1,0,0.842,9.2,37.6,9450.0,0.5,3,Medium Risk
36,10.5,29200.0,59100.0,2,0,0.523,14.7,26.6,3420.0,5.3,4,Medium Risk
33,4.7,39900.0,21000.0,1,1,0.77,3.0,29.9,191860.0,11.7,6,Low Risk
42,1.8,34200.0,5300.0,2,0,0.808,0.1,23.3,4180.0,7.6,4,Medium Risk
29,7.3,20700.0,17500.0,0,0,0.827,1.2,38.9,17830.0,0.0,2,Medium Risk
63,4.7,20600.0,42600.0,3,0,0.784,7.7,50.7,39730.0,4.3,7,High Risk
29,5.4,12700.0,36100.0,3,0,0.88,13.4,33.9,1470.0,5.3,0,Medium Risk
42,4.8,8000.0,5300.0,1,0,0.787,2.1,20.0,4820.0,2.8,4,Medium Risk
43,15.0,34000.0,600.0,2,0,0.645,13.7,15.5,8980.0,1.4,5,Low Risk
23,0.0,115900.0,19800.0,2,0,0.806,2.7,46.9,1690.0,0.0,1,Medium Risk
41,4.4,89200.0,5500.0,2,2,0.66,12.0,21.7,3030.0,6.4,7,High Risk
41,6.0,22300.0,24900.0,3,0,0.914,3.1,24.0,3490.0,8.4,2,Low Risk
32,2.9,39100.0,34600.0,1,1,0.56,5.5,37.6,12800.0,0.0,0,High Risk
26,9.6,17500.0,40700.0,1,0,0.957,3.4,9.0,34650.0,14.8,6,Low Risk
22,9.3,18800.0,76500.0,2,0,0.794,1.6,53.1,3930.0,2.7,9,High Risk
21,5.8,20000.0,46000.0,4,2,0.753,11.7,26.9,1560.0,8.4,2,High Risk
42,4.9,32400.0,76800.0,4,0,0.742,1.0,69.8,66650.0,8.9,7,Low Risk
24,5.6,33100.0,53100.0,3,0,0.796,2.0,10.2,9740.0,1.3,8,Low Risk
63,5.6,41200.0,57900.0,0,0,0.646,1.5,29.9,12720.0,6.0,5,Medium Risk
31,5.7,50600.0,12800.0,1,0,0.915,0.4,29.2,660.0,10.8,1,Low Risk
49,5.2,30700.0,3700.0,1,0,0.946,3.7,10.5,710.0,2.5,9,Low Risk
50,7.0,37000.0,159900.0,0,0,0.758,4.8,60.5,3180.0,12.3,4,Medium Risk
42,9.0,21000.0,14200.0,3,0,0.792,4.4,28.4,9910.0,0.0,4,Low Risk
59,1.1,18500.0,45600.0,2,0,0.706,0.2,17.9,5090.0,6.9,8,Medium Risk
25,1.8,17200.0,7700.0,2,0,0.971,0.8,71.3,2350.0,9.2,4,Medium Risk
31,0.0,50200.0,35000.0,1,0,0.771,5.1,32.3,1290.0,5.0,2,Low Risk
32,9.5,30700.0,1200.0,1,0,0.719,1.0,57.5,13630.0,10.2,1,Medium Risk
26,7.0,14200.0,8900.0,2,1,0.911,3.5,29.3,9150.0,4.5,8,Medium Risk
33,8.0,35200.0,12100.0,0,0,0.677,1.7,60.0,2280.0,7.3,6,Medium Risk
34,0.3,19400.0,21200.0,5,0,0.999,1.1,45.6,4470.0,10.4,6,High Risk
54,13.1,83300.0,39000.0,3,2,0.782,6.6,65.3,1820.0,1.8,5,High Risk
34,3.6,27200.0,4500.0,4,0,0.855,0.1,52.1,1770.0,8.9,9,Medium Risk
59,6.7,51100.0,25800.0,2,0,0.986,11.9,64.0,6270.0,4.7,3,Medium Risk
54,9.4,62600.0,45600.0,0,0,0.825,10.0,75.6,56170.0,9.6,6,High Risk
60,2.1,22500.0,135000.0,1,0,0.592,2.2,19.0,7060.0,3.4,2,Medium Risk
25,3.8,37700.0,27100.0,1,0,0.879,0.5,59.3,9900.0,10.9,2,Medium Risk
64,6.7,47900.0,8400.0,1,0,0.882,4.0,27.9,3570.0,0.0,7,Medium Risk
48,17.4,38500.0,3700.0,2,0,0.911,4.0,48.2,3730.0,2.8,7,Low Risk
64,7.2,43500.0,83200.0,1,0,0.682,15.6,25.8,10130.0,15.0,2,Low Risk
36,12.4,18700.0,27900.0,2,0,0.715,1.9,67.1,6530.0,9.2,9,High Risk
62,10.8,47900.0,13100.0,1,0,0.8,0.3,78.2,9390.0,2.9,2,Medium Risk
46,7.5,28500.0,2600.0,2,0,0.692,4.2,60.8,1200.0,2.6,2,Medium Risk
24,2.0,43200.0,5300.0,2,1,0.94,10.5,54.0,4260.0,4.9,2,High Risk
39,10.2,57500.0,25100.0,2,0,0.817,8.4,70.5,4860.0,6.3,7,Medium Risk
27,0.0,50700.0,19000.0,3,1,0.906,6.1,70.9,10040.0,6.0,6,High Risk
62,12.4,43200.0,1900.0,0,0,0.804,8.8,45.1,7620.0,11.7,3,Low Risk
34,6.8,50100.0,25100.0,3,0,0.743,2.2,4.8,2110.0,15.4,4,Low Risk
30,0.0,51200.0,2800.0,2,0,0.946,3.8,20.8,19160.0,6.4,9,Low Risk
45,4.6,76700.0,51700.0,2,0,0.893,0.8,61.1,25100.0,8.2,8,Low Risk
39,8.6,35700.0,16500.0,1,0,0.872,5.7,54.7,2470.0,5.6,8,Medium Risk
25,5.1,39400.0,8400.0,1,0,0.827,7.3,31.3,1520.0,3.0,8,Medium Risk
56,8.9,57900.0,36000.0,4,0,0.729,0.2,40.8,2150.0,9.8,4,Low Risk
58,2.6,28400.0,19000.0,4,0,0.774,2.0,59.1,2210.0,7.3,8,Medium Risk
53,0.8,18600.0,50300.0,4,0,0.946,4.6,25.3,4860.0,11.9,1,Medium Risk
48,5.7,46500.0,14500.0,3,1,0.75,5.3,29.3,17370.0,4.1,0,Medium Risk
38,6.1,32800.0,15300.0,4,1,0.841,3.4,44.2,4390.0,6.8,3,High Risk
44,4.6,19900.0,10000.0,3,0,0.869,2.7,40.6,20750.0,1.1,5,Medium Risk
43,10.9,46600.0,17400.0,7,1,0.629,9.7,65.3,36080.0,7.0,3,High Risk
28,2.6,74300.0,73000.0,3,0,0.524,2.0,11.9,16810.0,8.2,5,Low Risk
24,7.3,16100.0,8100.0,1,0,0.914,8.9,25.0,15960.0,4.4,2,Low Risk
32,6.3,60500.0,25500.0,4,0,0.977,0.6,50.9,14420.0,7.3,1,Low Risk
40,0.0,10200.0,5500.0,1,0,0.62,6.2,10.6,5330.0,8.2,3,Low Risk
28,0.7,29700.0,1700.0,4,2,0.848,6.3,24.4,1330.0,0.0,2,High Risk
25,6.0,91100.0,16400.0,5,1,0.789,4.1,9.3,19520.0,1.8,1,Medium Risk
58,13.9,30800.0,19300.0,3,1,0.776,3.1,50.5,13780.0,6.5,4,Medium Risk
37,8.3,38000.0,12000.0,4,1,0.81,8.1,18.2,910.0,4.8,9,High Risk
46,0.0,53200.0,3000.0,4,1,0.646,13.9,84.6,3890.0,11.1,6,High Risk
44,0.0,15400.0,18100.0,3,0,0.89,3.3,45.5,4880.0,8.7,0,Low Risk
53,8.9,37600.0,17400.0,2,0,0.815,0.0,24.7,3050.0,7.6,8,Medium Risk
53,5.6,37500.0,5500.0,2,0,0.512,5.4,62.2,15550.0,9.6,5,Medium Risk
34,10.6,92100.0,3500.0,4,1,0.834,4.8,34.0,13050.0,9.7,2,Low Risk
58,2.5,19600.0,10400.0,0,0,0.922,3.4,73.9,11590.0,4.3,7,Medium Risk
37,7.4,30000.0,25700.0,2,0,0.931,12.5,38.9,3890.0,9.3,3,Medium Risk
57,9.4,22800.0,20300.0,2,1,0.651,13.8,35.1,2010.0,13.9,7,Medium Risk
38,4.2,21700.0,5500.0,2,0,0.896,0.5,13.5,22280.0,10.1,7,Low Risk
25,4.3,63800.0,15300.0,2,0,0.91,2.4,29.2,1670.0,5.7,7,Medium Risk
54,6.1,36800.0,32400.0,4,0,0.909,3.8,71.9,880.0,0.0,8,Medium Risk
22,8.2,27500.0,4100.0,1,0,0.846,1.7,44.8,3950.0,1.4,3,Medium Risk
54,5.9,28000.0,14200.0,3,1,0.653,11.0,70.1,4070.0,7.6,8,High Risk
22,9.9,27400.0,51000.0,1,1,0.845,7.4,36.9,6500.0,3.4,5,High Risk
30,4.2,28700.0,3700.0,3,0,0.873,2.7,27.3,13280.0,2.0,9,Medium Risk
47,0.7,19300.0,42400.0,3,1,0.831,5.1,36.7,15210.0,10.2,0,High Risk
62,13.9,31900.0,67500.0,2,0,0.958,3.1,42.3,11120.0,11.6,6,Medium Risk
38,3.6,30300.0,10700.0,1,0,0.68,1.9,63.5,2620.0,2.7,1,Medium Risk
26,3.7,24900.0,9500.0,2,0,0.826,6.5,83.3,5450.0,13.1,5,High Risk
31,5.7,39200.0,37500.0,1,1,0.753,5.6,56.0,4770.0,4.6,6,High Risk
60,6.3,40900.0,11100.0,2,0,0.653,1.1,40.4,31810.0,7.8,6,Low Risk
52,4.5,27500.0,1300.0,1,1,0.968,5.8,50.5,1540.0,0.0,3,High Risk
25,5.9,33800.0,12100.0,3,0,0.923,3.6,14.6,2660.0,10.4,9,Low Risk
37,5.8,106900.0,21400.0,5,2,0.574,20.7,67.4,47640.0,0.6,0,High Risk
32,6.7,104800.0,28000.0,1,0,0.917,3.1,51.7,25590.0,0.8,3,Low Risk
28,0.0,21400.0,5500.0,1,0,0.971,9.2,59.9,5170.0,7.7,9,Low Risk
58,13.5,23000.0,10200.0,2,0,0.778,8.7,51.2,3960.0,0.6,1,Low Risk
48,5.4,21400.0,35500.0,0,0,0.838,2.7,39.0,14980.0,6.3,0,Medium Risk
28,8.3,61600.0,12600.0,2,0,0.851,4.7,21.6,17890.0,1.5,4,Low Risk
49,0.5,29800.0,2900.0,0,0,0.766,2.3,34.8,4910.0,10.8,2,Medium Risk
39,4.1,40900.0,46100.0,1,0,0.982,1.1,50.9,51150.0,10.2,9,Low Risk
23,3.3,98600.0,10800.0,2,0,0.988,10.1,70.0,4170.0,3.6,5,Low Risk
40,11.9,36100.0,39800.0,1,0,0.931,5.2,76.1,6190.0,9.7,7,Medium Risk
29,3.7,51700.0,3300.0,3,0,0.977,0.9,14.6,30120.0,3.9,0,Low Risk
31,9.0,47100.0,11800.0,1,0,0.757,0.9,10.9,4190.0,10.2,6,Low Risk
59,3.4,27100.0,22200.0,3,0,0.827,0.1,45.0,43470.0,7.5,3,Low Risk
52,4.2,61700.0,12200.0,3,0,0.822,2.7,20.9,12630.0,12.0,5,Low Risk
26,5.0,23700.0,4100.0,2,0,0.904,4.6,61.4,2390.0,4.4,4,Medium Risk
58,11.1,71000.0,1200.0,2,0,0.536,1.9,82.5,29300.0,6.6,1,Medium Risk
46,0.0,27100.0,61300.0,2,0,0.842,6.5,57.6,2740.0,8.6,0,High Risk
59,0.7,28600.0,17100.0,5,0,0.625,0.3,36.5,1250.0,13.2,2,Low Risk
53,0.0,21100.0,42900.0,1,0,0.682,3.5,9.0,5080.0,7.3,3,Low Risk
35,1.6,22900.0,33800.0,5,0,0.956,5.7,54.8,2390.0,3.0,2,Medium Risk
44,2.8,29300.0,24300.0,4,0,0.836,2.5,33.9,3640.0,0.0,7,High Risk
44,0.0,10800.0,9700.0,1,0,0.781,0.6,17.4,2870.0,5.8,5,Low Risk
52,3.1,32300.0,21800.0,5,0,0.938,9.2,56.2,1770.0,6.9,7,Medium Risk
31,0.0,28200.0,56000.0,2,0,0.876,1.3,94.2,690.0,0.0,5,High Risk
35,1.9,53900.0,14500.0,1,0,0.774,7.1,42.8,13050.0,7.1,6,Medium Risk
31,10.8,44900.0,89500.0,2,0,0.687,3.7,18.4,10360.0,10.1,2,Low Risk
34,7.6,25500.0,3000.0,2,2,0.841,7.3,60.1,10250.0,1.4,1,High Risk
28,6.7,28900.0,2700.0,3,1,0.805,5.5,41.9,6850.0,4.3,5,High Risk
22,2.0,32300.0,35900.0,0,0,0.883,10.6,73.4,1740.0,0.0,1,High Risk
62,0.0,76300.0,5900.0,2,0,0.682,5.4,33.4,8100.0,4.9,4,Medium Risk
24,1.4,24100.0,103100.0,2,1,0.574,15.7,18.0,2400.0,4.3,4,High Risk
60,5.8,25300.0,50900.0,3,1,0.881,13.5,13.7,2050.0,10.3,9,Medium Risk
21,9.5,20700.0,65400.0,1,0,0.893,3.4,27.7,470.0,6.4,7,Medium Risk
55,9.6,17300.0,32400.0,2,0,0.898,1.6,20.6,16180.0,8.9,7,Low Risk
35,8.5,42300.0,5300.0,1,0,0.787,0.0,69.6,1970.0,10.2,9,Medium Risk
43,3.0,40200.0,2500.0,3,1,0.873,3.7,22.8,10260.0,15.9,1,Low Risk
33,6.1,69000.0,59600.0,1,0,0.883,0.7,85.6,990.0,7.5,1,High Risk
42,4.7,61100.0,3000.0,1,0,0.896,3.4,13.7,2040.0,3.1,9,Low Risk
40,5.2,120400.0,65200.0,2,1,0.786,7.3,71.2,19660.0,3.2,8,High Risk
44,14.1,35000.0,26100.0,3,0,0.693,0.8,7.1,14070.0,8.5,5,Low Risk
38,0.0,31900.0,12400.0,4,0,0.986,4.3,55.2,22300.0,9.1,1,Medium Risk
44,5.1,19000.0,20800.0,1,0,0.893,17.2,30.7,2840.0,8.1,9,Medium Risk
57,10.8,51400.0,21300.0,3,0,0.936,0.5,12.3,1400.0,4.2,7,Low Risk
40,0.1,38500.0,10900.0,2,1,0.703,5.7,72.4,8410.0,12.7,9,High Risk
36,3.4,50300.0,55600.0,4,0,0.636,3.5,23.3,750.0,6.6,7,Low Risk
26,3.9,20500.0,53700.0,4,0,0.848,1.0,56.2,2380.0,3.4,9,Medium Risk
36,5.1,43300.0,15600.0,3,0,0.938,0.4,54.0,1990.0,12.3,9,Medium Risk
26,0.0,40200.0,7300.0,0,0,0.778,10.2,30.8,30360.0,14.4,5,Medium Risk
29,8.4,38900.0,49300.0,1,1,0.473,11.7,40.0,2250.0,13.5,1,High Risk
62,8.7,25800.0,1800.0,1,0,0.805,25.4,32.3,6020.0,1.9,7,Medium Risk
24,8.0,65800.0,20800.0,1,0,0.529,4.0,23.3,1030.0,14.3,9,Low Risk
42,2.5,101200.0,28000.0,1,0,0.873,0.8,34.5,17550.0,4.9,8,Low Risk
57,6.3,20800.0,5800.0,1,0,0.888,2.0,13.3,11680.0,4.2,7,Low Risk
62,2.4,52100.0,35400.0,1,1,0.902,4.3,54.5,2990.0,8.3,8,High Risk
27,4.7,8600.0,13000.0,0,0,0.95,0.1,59.2,16480.0,5.7,9,Medium Risk
28,14.6,50700.0,7700.0,2,0,0.797,0.5,42.9,26920.0,4.6,7,Low Risk
37,6.4,14300.0,35000.0,2,0,0.788,2.5,44.3,2890.0,5.2,1,Medium Risk
45,1.2,27900.0,4500.0,2,1,0.92,5.2,53.0,18930.0,7.5,9,High Risk
63,6.7,18800.0,31900.0,2,1,0.578,3.9,16.2,4860.0,5.3,8,Medium Risk
30,0.6,32600.0,1800.0,3,2,0.75,6.4,30.3,970.0,10.0,5,High Risk
28,1.2,55200.0,17800.0,2,1,0.952,4.2,60.0,7720.0,6.3,8,Medium Risk
32,1.8,14300.0,14000.0,4,1,0.847,6.4,68.4,2640.0,3.5,4,High Risk
59,4.2,30300.0,7800.0,6,2,0.848,10.9,59.8,1050.0,2.1,0,High Risk
22,9.7,28100.0,19700.0,3,0,0.771,1.9,52.4,6430.0,8.7,3,Low Risk
37,8.3,80100.0,12300.0,2,0,0.932,2.1,42.9,7870.0,7.5,2,Medium Risk
26,8.1,45100.0,38400.0,3,0,0.751,0.6,21.1,53360.0,8.7,3,Low Risk
27,1.6,20200.0,23400.0,3,1,0.8,5.9,16.7,4180.0,7.3,4,High Risk
61,3.8,28700.0,21000.0,4,0,0.795,0.4,51.6,1110.0,8.7,1,Medium Risk
21,7.1,79100.0,17900.0,4,2,0.68,11.8,41.9,2870.0,4.2,9,High Risk
35,3.5,51900.0,8300.0,3,1,0.737,3.1,24.5,17410.0,6.2,7,High Risk
61,4.9,22900.0,9900.0,1,0,0.842,3.7,57.4,48280.0,13.5,3,Low Risk
47,7.8,31800.0,17100.0,1,0,0.676,8.9,41.9,14260.0,8.1,6,Low Risk
24,4.6,32300.0,11200.0,2,0,0.711,6.5,80.1,8260.0,11.3,6,Medium Risk
41,6.9,27800.0,40600.0,4,0,0.774,5.2,65.4,2950.0,1.7,0,High Risk
63,12.4,15400.0,14700.0,3,0,0.815,4.1,18.7,2690.0,4.9,4,Low Risk
38,5.3,25900.0,19500.0,2,0,0.889,4.4,65.5,9060.0,3.8,6,Medium Risk
44,10.7,72700.0,3300.0,4,1,0.771,10.1,25.1,6390.0,2.2,6,Medium Risk
44,8.2,30000.0,34300.0,2,0,0.946,7.5,18.7,760.0,6.8,6,Low Risk
50,0.1,34500.0,7500.0,2,0,0.833,8.9,41.9,1100.0,5.1,5,Low Risk
29,1.6,39000.0,4700.0,5,2,0.829,24.5,53.2,3690.0,6.2,1,High Risk
57,2.7,110100.0,69300.0,3,0,0.867,3.2,31.7,5270.0,7.3,1,Medium Risk
64,2.6,36500.0,26800.0,3,1,0.771,7.9,70.6,2340.0,5.4,7,High Risk
